"Inventar-Nr","Status","Hersteller","Modell","Kurzbezeichnung","Objekttyp","Farbe","Seriennummer","Kaufdatum","Einkaufspreis","Gerätefoto","Standort","Bereich","Unterkategorie","Zuständige Person","Vorbesitzer","Zustandshinweis"
"0111","In Verwendung","Shure","Beta 58","Mikrofon","Mikrofon","Space grau","Kein",,,"IMG_3134.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0112","In Verwendung","Shure","SM58","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3136.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0113","In Verwendung","Behringer","SL 84C","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3137.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0115","In Verwendung","Shure","Beta 58A","Mikrofon","Mikrofon","Space grau","Kein",,,"IMG_3139.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0116","In Verwendung","Shure","BETA 58A","Mikrofon","Mikrofon","Space grau","Kein",,,"IMG_3140.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0117","In Verwendung","Shure","SM57 ","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3141.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0118","In Verwendung","CAD Audio","D189","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3142.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0119","In Verwendung","Shure","SM58","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3143.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0120","In Verwendung","Shure","BETA 58A","Mikrofon","Mikrofon","Space grau","Kein",,,"IMG_3144.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0121","In Verwendung","Shure","BETA 58A","Mikrofon","Mikrofon","Space grau","Kein",,,"IMG_3144 2.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0122","In Verwendung","Shure","BETA 58A","Mikrofon","Mikrofon","Space grau","Kein",,,"IMG_3146.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0123","In Verwendung","SR Technology","Mon Baby 100 W ","Monitor-Lautsprecher","Lautsprecher","Schwarz","1896",,,"IMG_3147.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0124","In Verwendung","Whirlwind","IMP 2","DI-Box","DI-Box passiv","Schwarz","Kein",,,"IMG_3148.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0125","In Verwendung","DOD","260","DI-Box","DI-Box passiv","Space grau","Kein",,,"IMG_3149.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0126","In Verwendung","Palmer","Pan 02","DI-Box","DI-Box aktiv","Schwarz","CH09621115",,,"IMG_3150.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0127","In Verwendung","Stage Line","DIB-100","DI-Box","DI-Box passiv","Schwarz","Kein",,,"IMG_3153.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0128","In Verwendung","Samson Technologies ","S. direct plus","DI-Box","DI-Box aktiv","Blau","Kein",,,"IMG_3154.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0129","In Verwendung","Palmer","Passive Pan 04","DI-Box","DI-Box passiv","Schwarz","Kein",,,"IMG_3155.JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0130","In Verwendung","Palmer","PAN 04","DI-Box","DI-Box passiv","Schwarz","Kein",,,"IMG_3156[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0131","In Verwendung","Cameo","Flat Pro Can 7- 7 x 10 RGBWA","Cameo LED Floor Spot","DMX-Lampe","Schwarz","CC0040917",,,"IMG_3157[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0132","In Verwendung","Cameo","CLP Flat Pro 7- 7 x 10 RGBWA","Cameo LED Floor Spot","DMX-Lampe","Schwarz","CC0510517",,,"IMG_3159[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0133","In Verwendung","Cameo","CLP Flat Pro 7- 7x 10 RGBWA","Cameo LED Floor Spot","DMX-Lampe","Schwarz","CC020917",,,"IMG_3160[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0134","In Verwendung","Cameo","CLP Flat Pro 7 - 7 x 10 RGBWA","Cameo LED Floor Spot","DMX-Lampe","Schwarz","CC02030917",,,"IMG_3161[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0135","In Verwendung","Cameo","CLP Flat Pro 7 - 7x 10 RGBWA ","Cameo LED Floor Spot","DMX-Lampe","Schwarz","C00030917",,,"IMG_3162[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0136","In Verwendung","Cameo","CLP Flat Pro 7 -7 x 10 RGBWA","Cameo LED Floor Spot","DMX-Lampe","Schwarz","CC01560517",,,"IMG_3164[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0137","In Verwendung","CAD Audio","D189","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3165[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0138","In Verwendung","Roland","SPD-SX","Drumpad","Musikinstrument","Schwarz","I6J2917",,,"IMG_3166[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0139","In Verwendung","Shure","SM81 ","Mikrofon","Mikrofon","Space grau","YPHM - 12 -48VD 150 OHM8",,,"IMG_3168[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0143","In Verwendung","Samsung","LT27B300EW/EN","Bildschirm","Bildschirm","Schwarz","B2EKH4XC502417T",,,"IMG_3174[1].JPG","Büro 2","[""Büro""]","[""Video""]",,,
"0141","In Verwendung","Benq","BL220I - T","Bildschirm","Bildschirm","Schwarz","ETH9C08284019",,,"IMG_3175[1].JPG","Saal","[""Medientechnik""]","[""Video""]",,,
"0142","In Verwendung","Brother","QL-570","Label-Printer","Sonstige","Space grau","E65324-D4Z901901",,,"IMG_3176[1].JPG",,"[""Büro""]",,,,
"0145","In Verwendung","beyerdynamic","DT 109 / 50 Ohm","Intercom-Headset","Intercom-Headset","Schwarz","54559",,,"IMG_3181[1].JPG","Saal","[""Medientechnik""]","[""Video""]",,,
"0146","In Verwendung","beyerdynamic","DT 109 / 50 Ohm","Intercom-Headset","Intercom-Headset","Schwarz","54550",,,"IMG_3182[1].JPG","Saal","[""Medientechnik""]","[""Video""]",,,
"0147","In Verwendung","Philips","SPC HP200",,"Kopfhörer","Schwarz","0312",,,"IMG_3182[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0148","In Verwendung","Focusrite","Scarlett 2i2","Audio USB-Interface","Audio-Interface","Rot","Y8TY2J31370307",,,"IMG_3183[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0149","In Verwendung","beyerdynamic","DT 109 / 50 Ohm","Intercom-Headset","Intercom-Headset","Schwarz","54522",,,"IMG_3184[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0150","In Verwendung","beyerdynamic","DT 108 / 400 ohm","Intercom-Headset","Intercom-Headset","Schwarz","Kein",,,"IMG_3185[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0151","In Verwendung","beyerdynamic","DT 108 / 50 Ohm","Intercom-Headset","Intercom-Headset","Schwarz","56964",,,"IMG_3186[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0152","In Verwendung","JBL","TuneE500","Headset","Kopfhörer-Headset","Schwarz","TL0700-JI0192774",,,"IMG_3187[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0153","In Verwendung","Blackmagic Design","Hyperdeck Studio HD Plus","Hyperdeck","Video-Ausspieler","Schwarz","9517348","04.03.2022","700,91","IMG_3195[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0154","In Verwendung","Blackmagic Design","MikroConverter SDI to HDMI 3G","SDI to HDMI Converter","Converter SDI to HDMI","Space grau","9245471",,,"IMG_3196[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0155","In Verwendung","Blackmagic Design","MikroConverter SDI to HDMI 3G","SDI to HDMI Converter","Converter SDI to HDMI","Space grau","9246205",,,"IMG_3198[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0156","In Verwendung","Elgato","StreamDeck XL (20GAT9901)","Stream Deck XL","Tastatur","Schwarz","CL28J1A00671",,,"IMG_3199[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0157","In Verwendung","DK-Audio","PT5664",,"Waveformer","Space grau","KU021649",,,"IMG_3201[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0159","In Verwendung","Blackmagic Design","ATEM 1 M/E Advanced Panel","Bedienpanel","Video-Mixer","Schwarz","8955730",,,"IMG_3205[1].JPG","Regie","[""Medientechnik""]","[""Audio"",""Video""]",,,
"0160","In Verwendung","Yamaha","MS101","Nahfeldmonitor Lautsprecher","Lautsprecher","Schwarz","21KZ01265",,,"IMG_3206[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0162","In Verwendung","Yamaha","MS101","Nahfeldmonitor Lautsprecher","Lautsprecher","Schwarz","HY01449",,,"IMG_3208[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0166","In Verwendung","HP","Z240 S55 Workstation","PC","Computer","Schwarz","CZC8157FWJ",,,"IMG_3213[1].JPG","Regie","[""Medientechnik""]","[""Video"",""Audio"",""GFX""]",,,
"0167","In Verwendung","Samsung","SyncMaster SA850","Bildschirm","Bildschirm","Schwarz","ZTTCHVSB800905K",,,"IMG_3214[1].JPG","Regie","[""Medientechnik""]","[""Video"",""Audio"",""Licht""]",,,
"0168","In Verwendung","Maxtor","OneTouch 4",,"Festplatte","Schwarz","2HA1L0QZ",,,"IMG_3215[1].JPG","Regie","[""Medientechnik""]",,,,
"0169","In Verwendung","Shure","SM48","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3216[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0170","In Verwendung","Elgato","StreamDeck Mini (20GAI9901)","Stream Deck Mini","Tastatur","Schwarz","BL44H1B04043",,,"IMG_3222[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0171","In Verwendung","Shure","SM57","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3223[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0173","In Verwendung","Cameo","CLPLFLATPRO7","Cameo LED Floor Spot","DMX-Lampe","Schwarz","CC01100517",,,"IMG_3226[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0174","In Verwendung","SR Technology","Mon Baby 100 W RMS","Monitor-Lautsprecher","Lautsprecher","Schwarz","1958",,,"IMG_3227[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0176","In Verwendung","Yamaha","MG06",,"Audio-Mixer","Schwarz","EGYP01822",,,"IMG_3229[1].JPG","Videoregie","[""Medientechnik""]","[""Audio""]",,,
"0177","In Verwendung","Fischer AMPS","Hardwired In Ear","IEM Bodypack","IEM System Kabelgebunden","Schwarz","Kein",,,"IMG_3230[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0178","In Verwendung","Blackmagic Design","Smart Videohub 12G 40x40","Kreuzschiene","Videohub","Space grau","7643339","08.01.2020","2.436,97","IMG_3232[1].JPG",,"[""Medientechnik""]","[""Video""]",,,
"0179","In Verwendung","Glime","14 W Schwarzlicht",,"UV LED Bar Mini","Schwarz","Kein",,,"IMG_3233[1].JPG","Lagerraum","[""Medientechnik""]","[""Licht""]",,,
"0180","In Verwendung","Glime","36 W Schwarzlicht",,"UV LED Bar Mini","Schwarz","Kein",,,"IMG_3234[1].JPG","Lagerraum ","[""Medientechnik""]","[""Licht""]",,,
"0181","In Verwendung","Glime","36 W Schwarzlicht ",,"UV LED Bar Mini","Schwarz","Kein",,,"IMG_3235[1].JPG","Lagerraum","[""Medientechnik""]","[""Licht""]",,,
"0182","In Verwendung","Glime","36 W Schwarzlicht",,"UV LED Bar Mini","Schwarz","Kein",,,"IMG_3236[1].JPG","Lagerraum","[""Medientechnik""]","[""Licht""]",,,
"0183","In Verwendung","Glime","14 W Schwarzlicht ",,"UV LED Bar Mini","Schwarz","Kein",,,"IMG_3237[1].JPG","Lagerraum","[""Medientechnik""]","[""Licht""]",,,
"0184","In Verwendung","Glime","36 W Schwarzlicht",,"UV LED Bar Mini","Schwarz","Kein",,,"IMG_3239[1].JPG","Lagerraum","[""Medientechnik""]","[""Licht""]",,,
"0185","In Verwendung","D-Link","DGS-1016D",,"Netzwerk-Switch","Schwarz","S32D2F6000786",,,"IMG_3240[1].JPG","Büro 2","[""Medientechnik""]",,,,
"0186","In Verwendung","Ersa","MS 60 C",,"Lötstation","Schwarz","11433",,,"IMG_3241[1].JPG","Büro 2","[""Büro""]",,,,
"0187","In Verwendung","Blackmagic Design","SDI to HDMI 3G","SDI to HDMI Converter","Converter SDI to HDMI","Space grau","7661104",,,"IMG_3244[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0188","In Verwendung","Anker","H7928-U3",,"USB 3.0 Hub","Schwarz","Kein",,,"IMG_3245[1].JPG","Regie","[""Medientechnik""]","[""Video""]",,,
"0189","In Verwendung","ASL","PL 630","6-Kanal Sprechstation","Intercom","Blau","66084",,,"IMG_3248[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0190","In Verwendung","HP","Z230 SFF Workstation","PC","Computer","Schwarz","CZC5230MLT",,,"IMG_3250[1].JPG","Regie","[""Medientechnik""]","[""Video"",""Audio"",""Licht"",""GFX""]",,,
"0191","In Verwendung","Extron","MDA 4V HD-SDI",,"Distribution Amplifier  ","Schwarz","Kein",,,"IMG_3251[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0193","In Verwendung","beyerdynamic","Synexis C10",,"Charging Unit","Schwarz","001767",,,"IMG_3254[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0194","In Verwendung","Pronomic","DM-58-B","Mikrofon","Mikrofon","Schwarz","Kein",,,"IMG_3255[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0195","In Verwendung","beyerdynamic","Synexis C10 ",,"Charging Unit","Schwarz","001774",,,"IMG_3254[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0196","In Verwendung","beyerdynamic","Synexis C10",,"Charging Unit","Schwarz","001764",,,"IMG_3254[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0197","In Verwendung","beyerdynamic","Synexis C10",,"Charging Unit","Schwarz","001809",,,"IMG_3254[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0198","In Verwendung","beyerdynamic","Synexis C10",,"Charging Unit","Schwarz","001755",,,"IMG_3254[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0199","In Verwendung","beyerdynamic","Synexis C10",,"Charging Unit","Schwarz","001711",,,"IMG_3254[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0200","In Verwendung","LD Systems","LDRB65","Akku Lautsprecher","Lautsprecher","Schwarz","PA03220S0214",,,"IMG_3259[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0201","In Verwendung","ignition","Studio Par Platinum 20 x 3W RGB","Studio LED Floor Spot","DMX-Lampe","Schwarz","114DMX308",,,"IMG_3260[1].JPG","Bühne (Saal)","[""Medientechnik""]","[""Licht""]",,,
"0202","In Verwendung","ignition","Studio Par Platinum 20 x 3W RGB","Studio LED Floor Spot","DMX-Lampe","Schwarz","115DMX313",,,"IMG_3261[1].JPG","Bühnen ((Saal)","[""Medientechnik""]","[""Licht""]",,,
"0203","In Verwendung","ignition","Studio Par Platinum 20 x 3W RGB","Studio LED Floor Spot","DMX-Lampe","Schwarz","116DMX318",,,"IMG_3262[1].JPG","Bühnen (Saal)","[""Medientechnik""]","[""Licht""]",,,
"0203","In Verwendung","Eurolite","70064820 ",,"DMX Splitter","Schwarz","70064820X17NXS00018108",,,"IMG_3263[1].JPG","Bühnen (Saal)","[""Medientechnik""]","[""Audio""]",,,
"0204","In Verwendung","Cameo","CLPFLATPRO7","Cameo LED Floor Spot","DMX-Lampe","Schwarz","CC00490517",,,"IMG_3264[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0205","In Verwendung","ignition","Studio Par Platinum 20 x 3W RGB","Studio LED Floor Spot","DMX-Lampe","Schwarz","119DMX323",,,"IMG_3266[1].JPG","Saal","[""Medientechnik""]","[""Licht""]",,,
"0206","In Verwendung","Aputure","LS c300d II",,"LED-Studioleuchte","Rot","6EB07T30374",,,"IMG_3267[1].JPG","Büro 2","[""Medientechnik""]","[""Licht""]",,,
"0207","In Verwendung","Aputure","LS c300d II",,"LED-Studioleuchte","Schwarz","6EB07T30374",,,"IMG_3268[1].JPG","Büro 2","[""Medientechnik""]","[""Licht""]",,,
"0208","In Verwendung","Aputure","LS c300d II",,"LED-Studioleuchte","Schwarz","6EB07R30112",,,"IMG_3269[1].JPG","Büro 2","[""Medientechnik""]","[""Licht""]",,,
"0209","In Verwendung","Aputure","LS c300d II",,"LED-Studioleuchte","Rot","6EB07R30112",,,"IMG_3271[1].JPG","Büro 2","[""Medientechnik""]","[""Licht""]",,,
"0210","In Verwendung","Apple","iPad Air (3. Generation) ",,"iPad","Schwarz","F9FZJHYHLMPD",,,"IMG_3281[1].JPG","Regie","[""Medientechnik""]","[""Audio""]",,,
"0211","In Verwendung","Logitech","Media K400 Plus","Tastatur","Tastatur","Schwarz","2045SCF0GGC9",,,"IMG_3282[1].JPG","Büro 2","[""Büro""]",,,,
"0212","In Verwendung","Godox","S2 Speedlite Halterung S-Typ, Square Round Head",,"Mount Blitzhalter","Schwarz","Kein",,,"IMG_3283[1].JPG","Büro 2","[""Medientechnik""]","[""Video""]",,,
"0213","In Verwendung","Godox","S2 Speedlite Halterung S-Typ, Square Round Head Flash",,"Mount Blitzhalter","Schwarz","Kein",,,"IMG_3284[1].JPG","Büro 2","[""Medientechnik""]","[""Video""]",,,
"0214","In Verwendung","Samsung","SDSSDE61-1T00",,"SSD","Schwarz","2151CK401833",,,"IMG_3292[1].JPG","Regie","[""Medientechnik""]",,,,
"0215","In Verwendung","AZ Instrument","AZ8922","Schallpegelmesser","Messgerät","Weiß","3140202",,,"IMG_3293[1].JPG","Büro 2","[""Medientechnik""]","[""Audio""]",,,
"0216","In Verwendung","HP","Z230 SSF Workstation ","PC","Computer","Schwarz","CZC4030XBL",,,"IMG_3294[1].JPG","Tontechnik ","[""Medientechnik""]","[""Audio""]",,,
"0218","In Verwendung","Aputure","Light Dome II",,"Softbox","Schwarz","6CM07T60608",,,"IMG_3297[1].JPG","Studio ","[""Medientechnik""]","[""Licht""]",,,
"0219","In Verwendung","Aputure","Light Dome II",,"Softbox","Schwarz","6CM07F60592",,,"IMG_3298[1].JPG","Studio","[""Medientechnik""]","[""Licht""]",,,
"0220","In Verwendung","ASL","BS17 Basic Series Beltpack","Intercom Beltpack","Intercom","Schwarz","138161489",,,"IMG_3302[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0221","In Verwendung","Fujinon","SRD-92B","Hinterkamerabedienung","Zubehör Videokamera","Schwarz","Kein",,,"IMG_3303[1].JPG","Saal","[""Medientechnik""]","[""Video""]",,,
"0222","In Verwendung","Fujinon","SRD-92B","Hinterkamerabedienung","Zubehör Videokamera","Schwarz","Kein",,,"IMG_3304[1].JPG","Saal","[""Medientechnik""]","[""Video""]",,,
"0223","In Verwendung","ASL","BS 15beltpack","Intercom Beltpack","Intercom","Schwarz","Kein",,,"IMG_3305[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0224","In Verwendung","ASL","BS 17 Basic Series Beltpack","Intercom Beltpack","Intercom","Schwarz","138170473",,,"IMG_3306[1].JPG","Saal","[""Medientechnik""]","[""Audio""]",,,
"0225","In Verwendung","Fujinon","SRD-92B","Hinterkamerabedienung","Zubehör Videokamera","Schwarz","Kein",,,"IMG_3307[1].JPG","Saal","[""Medientechnik""]","[""Video""]",,,
"0226","In Verwendung","Fischer AMPS","Hardwired In Ear Beltpack ",,"Monitorsystem","Schwarz","Kein",,,"IMG_3308[1].JPG","Saal (Bühnen) ","[""Medientechnik""]","[""Audio""]",,,
"0227","In Verwendung","MXR Bass Innovations","Bass d.i +","DI-Box","DI-Box","Schwarz","Kein",,,"IMG_3310[1].JPG","Saal (Bühnen) ","[""Medientechnik""]","[""Audio""]",,,
"0226","In Verwendung","Fischer AMPS","Hardwired In Ear Body Pack","IEM Bodypack","IEM System Kabelgebunden","Schwarz","Kein",,,"IMG_3311[1].JPG","Saal (Bühnen)","[""Medientechnik""]","[""Audio""]",,,
"0229","In Verwendung","ASL","BS 15 Bellpack","Intercom Beltpack","Intercom","Schwarz","Kein",,,"IMG_3312[1].JPG","Saal (Technik) ","[""Medientechnik""]","[""Audio""]",,,
"0230","In Verwendung","Brother","P-Touch E55OW",,"Labelmaker ","Orangen","D01JLN001",,,"IMG_3316[1].JPG","Büro 2","[""Büro""]",,,,
"0231","In Verwendung","Fischer AMPS","Hardwired In Ear Monitor Body Pack","IEM Bodypack","IEM System Kabelgebunden","Schwarz","Kein",,,"IMG_3317[1].JPG","Saal (Tontechnik) ","[""Medientechnik""]","[""Audio""]",,,
"0232","In Verwendung","Fischer AMPS","Hardwired In Ear Monitor Body Pack","IEM Bodypack","IEM System Kabelgebunden","Schwarz","Kein",,,"IMG_3318[1].JPG","Saal (Tontechnik)","[""Medientechnik""]","[""Audio""]",,,
"0233","In Verwendung","Netgear","JGS516PE",,"Netzwerk-Switch","Schwarz","3KJ6675201E4E",,,"IMG_3322[1].JPG","Saal (Lichttechnik) ","[""Medientechnik""]",,,,
"0234","In Verwendung","Samsung","SyncMaster SA850","Bildschirm","Bildschirm","Schwarz","ZTTCHVSB800592Z",,,"IMG_3324[1].JPG","Technikraum ","[""Medientechnik""]","[""Video""]",,,
"0235","In Verwendung","Palmer","Passive PAN 04 ","DI-Box","DI-Box","Schwarz","CH282240216",,,"IMG_3325[1].JPG","Technikraum","[""Medientechnik""]","[""Audio""]",,,
"0237","In Verwendung","ASL","BS 15 beltpack","Intercom Beltpack","Intercom","Schwarz","Kein",,,"IMG_3327[1].JPG","Studio","[""Medientechnik""]","[""Audio""]",,,
"0239","In Verwendung","Yamaha","MSP5 Studio","Studio Lautsprecher","Lautsprecher","Schwarz","21OJ11376",,,"IMG_3331[1].JPG","Studio","[""Medientechnik""]","[""Audio""]",,,
"0240","In Verwendung","Yamaha","MS101","Nahfeldmonitor Lautsprecher","Lautsprecher","Schwarz","21KZ01338",,,"IMG_3333[1].JPG","Studio","[""Medientechnik""]","[""Audio""]",,,
"0241","In Verwendung","Yamaha","MSP5 Studio","Studio Lautsprecher","Lautsprecher","Schwarz","21OJ11380",,,"IMG_3335[1].JPG",,"[""Medientechnik""]","[""Audio""]",,,
"0242","In Verwendung","NEC","Multisync X401S","Bildschirm","Bildschirm","Schwarz","X401S.557",,,"IMG_3338[1].JPG","Studio","[""Medientechnik""]","[""Video""]",,,
"0243","In Verwendung","Intel","NUC5CPYH",,"Kopierstation ","Grau","G6PY812009E4",,,"IMG_3439[1].JPG","Studio","[""Medientechnik""]","[""Video""]",,,
"0244","In Verwendung","Tascam","DR-70D",,"Linear PCM Recorder","Schwarz","0070686",,,"IMG_3440[1].JPG","Studio","[""Medientechnik""]","[""Audio""]",,,
"0255","In Verwendung","Røde","NTG-2","Mikrofon","Mikrofon","Schwarz","0160196",,,"IMG_3441[1].JPG","Studio","[""Medientechnik""]","[""Audio""]",,,
"0246","In Verwendung","Kein","YN216",,"LED-Studioleuchte","Schwarz","Kein",,,"IMG_3442[1].JPG","Studio","[""Medientechnik""]","[""Licht""]",,,
"0248","In Verwendung","NEC","NP-PE401HG",,"Projektor ","Weiß","4740122CE",,,"IMG_3444[1].JPG","Studio","[""Medientechnik""]","[""Video""]",,,
"0249","In Verwendung","NEC","NP-V332W",,"Projektor ","Weiß","T51K7674",,,"IMG_3445[1].JPG","Studio","[""Medientechnik""]","[""Video""]",,,
"0250","In Verwendung","NEC","MultisyncP554","Bildschirm","Bildschirm","Schwarz","9Y313127NB",,,"IMG_3446[1].JPG","Studio","[""Medientechnik""]","[""Video""]",,,
"0251","In Verwendung","Panasonic","TH-42PF20ER","Bildschirm","Bildschirm","Schwarz","FC-0640324",,,"IMG_3447[1].JPG","Studio","[""Medientechnik""]","[""Video""]",,,
"0253","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-225-0GSB","15.04.2022","387,00","monitor-s2722qc-pdp-design-responsive-hero.jpg","Studio","[""Medientechnik""]","[""Audio""]","Cedric Betke | EF-Köln",,
"0256","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-225-069B","15.04.2022","387,00","monitor-s2722qc-pdp-design-responsive-hero.jpg","Studio","[""Medientechnik""]","[""Audio""]","Cedric Betke | EF-Köln",,
"0252","In Verwendung","Apple","Mac Studio","Mac Studio","Computer","Silber","HX56YHL6WT","01.03.2022","2.200,00","images.jpeg","Studio","[""Medientechnik""]","[""Audio""]","Cedric Betke | EF-Köln",,
"0257","In Verwendung","AKiTiO","Thunder3 PCIe Box",,"Thunderbolt to PCIe Gehäuse","Silber","T3P1J1627X0038","01.03.2022",,"mercatos.i33530224.1.AKiTiO-Thunder3-PCIe-Box.jpeg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,
"0258","In Verwendung","Apple","Mac Studio","Mac Studio","Computer","Silber","C7FY3L26M9","01.04.2022","2.000,00","content.jpg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,
"0259","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-226-0HMB-A02","15.04.2022","387,00","monitor-s2722qc-pdp-design-responsive-hero.jpg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,
"0260","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-225-04FB-A02","15.04.2022","387,00","monitor-s2722qc-pdp-design-responsive-hero.jpg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,
"0261","In Verwendung","Keychron","K8 Wireless",,"Tastatur","Schwarz","2101K8A109661",,"80,00","images.jpeg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,
"0262","In Verwendung","DSAN","PerfectCue Micro Empfänger",,"Fernbedienung","Schwarz","/",,"100,00","Unknown.jpg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,
"0263","In Verwendung","DSAN","PerfectCue Micro Sender",,"Fernbedienung","Schwarz",,,"100,00","Unknown Kopie.jpg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,
"0264","In Verwendung","Elgato","StreamDeck XL (20GAT9901)","Stream Deck XL","Tastatur","Schwarz",,"01.05.2022","150,00","71aY+mfIxiL._AC_SL1500_.jpg","Regie","[""Medientechnik""]","[""GFX""]","Sascha Siemens | EF-Köln",,"Gebraucht gekauft, wie neu"
"0266","In Verwendung","LTECH","LT-905-OLED",,"DMX-Controller","Grau",,"23.05.2022","119,90","IMG_4877.jpg","Bühne","[""Medientechnik""]","[""Licht""]",,,
"0268","In Verwendung","beyerdynamic","Synexis TS8",,"UHF Transmitter","Schwarz","002075",,,"IMG_5054.jpg","FoH","[""Medientechnik""]","[""Audio""]",,,
"0269","In Verwendung","beyerdynamic","Synexis TS8",,"UHF Transmitter","Schwarz","001800",,,"IMG_5054.jpg",,"[""Medientechnik""]","[""Audio""]",,,
